x,y
1899.3333333,23.15
1899.4166667,22.09
1899.5,21.21
1899.5833333,21.56
1899.6666667,21.73
1899.75,20.59
1899.8333333,20.15
1899.9166667,20.2
1900,18.51
1900.0833333,18.67
1900.1666667,18.7
1900.25,18.78
1900.3333333,18.94
1900.4166667,18.4
1900.5,17.99
1900.5833333,17.69
1900.6666667,18.07
1900.75,17.34
1900.8333333,18.1
1900.9166667,19.42
1901,20.74
1901.0833333,20.98
1901.1666667,21.68
1901.25,22.35
1901.3333333,24.41
1901.4166667,23.06
1901.5,25.24
1901.5833333,23.14
1901.6666667,23.08
1901.75,22.59
1901.8333333,22.25
1901.9166667,22.38
1902,21.68
1902.0833333,22.34
1902.1666667,22.46
1902.25,22.41
1902.3333333,22.82
1902.4166667,22.43
1902.5,21.96
1902.5833333,22.39
1902.6666667,23.17
1902.75,22.86
1902.8333333,20.6
1902.9166667,20.41
1903,19.63
1903.0833333,20.32
1903.1666667,20.11
1903.25,19.88
1903.3333333,18.98
1903.4166667,18.95
1903.5,17.82
1903.5833333,16.92
1903.6666667,16.3
1903.75,15.65
1903.8333333,15.25
1903.9166667,15.41
1904,16.04
1904.0833333,15.86
1904.1666667,15.02
1904.25,15.08
1904.3333333,15.57
1904.4166667,15.53
1904.5,15.47
1904.5833333,16.04
1904.6666667,16.3
1904.75,16.74
1904.8333333,17.63
1904.9166667,18.08
1905,18.16
1905.0833333,18.46
1905.1666667,19.17
1905.25,19.83
1905.3333333,19.48
1905.4166667,18.63
1905.5,18.74
1905.5833333,19.21
1905.6666667,19.57
1905.75,19.74
1905.8333333,19.9
1905.9166667,19.44
1906,19.58
1906.0833333,20.13
1906.1666667,19.87
1906.25,19.26
1906.3333333,18.88
1906.4166667,18.05
1906.5,18.17
1906.5833333,18.2
1906.6666667,18.97
1906.75,19.2
1906.8333333,18.1
1906.9166667,18.14
1907,17.66
1907.0833333,17.22
1907.1666667,16.22
1907.25,14.69
1907.3333333,14.67
1907.4166667,13.79
1907.5,13.14
1907.5833333,13.59
1907.6666667,12.51
1907.75,12.33
1907.8333333,10.83
1907.9166667,10.59
1908,11.33
1908.0833333,11.9
1908.1666667,11.55
1908.25,11.98
1908.3333333,12.45
1908.4166667,13.08
1908.5,13.05
1908.5833333,13.35
1908.6666667,13.88
1908.75,13.7
1908.8333333,13.69
1908.9166667,14.44
1909,14.58
1909.0833333,14.76
1909.1666667,14.17
1909.25,14.34
1909.3333333,14.65
1909.4166667,14.95
1909.5,15.04
1909.5833333,15.23
1909.6666667,15.42
1909.75,15.25
1909.8333333,14.99
1909.9166667,14.75
1910,14.75
1910.0833333,14.55
1910.1666667,14
1910.25,14.05
1910.3333333,13.56
1910.4166667,13.57
1910.5,13.02
1910.5833333,12.34
1910.6666667,12.75
1910.75,12.94
1910.8333333,13.92
1910.9166667,14.16
1911,13.74
1911.0833333,14.05
1911.1666667,14.72
1911.25,14.37
1911.3333333,14.75
1911.4166667,15.05
1911.5,15.33
1911.5833333,15.08
1911.6666667,13.9
1911.75,13
1911.8333333,13.07
1911.9166667,13.73
1912,13.93
1912.0833333,13.79
1912.1666667,13.53
1912.25,13.64
1912.3333333,13.65
1912.4166667,13.65
1912.5,13.79
1912.5833333,13.8
1912.6666667,13.98
1912.75,13.93
1912.8333333,13.91
1912.9166667,13.75
1913,13.39
1913.0833333,13.15
1913.1666667,12.68
1913.25,12.44
1913.3333333,12.43
1913.4166667,12.22
1913.5,11.49
1913.5833333,11.53
1913.6666667,11.85
1913.75,11.84
1913.8333333,11.47
1913.9166667,11.07
1914,11.17
1914.0833333,11.64
1914.1666667,11.91
1914.25,11.69
1914.3333333,11.52
1914.4166667,11.48
1914.5,11.43
1914.5833333,10.69
1914.6666667,10.49
1914.75,10.5
1914.8333333,10.61
1914.9166667,10.52
1915,10.17
1915.0833333,10.36
1915.1666667,10.33
1915.25,10.71
1915.3333333,11.4
1915.4166667,11.03
1915.5,11.15
1915.5833333,11.11
1915.6666667,11.58
1915.75,12.01
1915.8333333,12.55
1915.9166667,12.86
1916,12.88
1916.0833333,12.54
1916.1666667,12.35
1916.25,12.18
1916.3333333,11.91
1916.4166667,12.03
1916.5,12
1916.5833333,11.79
1916.6666667,11.73
1916.75,11.94
1916.8333333,12.05
1916.9166667,12.05
1917,11.41
1917.0833333,10.99
1917.1666667,10.06
1917.25,10.33
1917.3333333,9.64
1917.4166667,9.14
1917.5,9.15
1917.5833333,9
1917.6666667,8.57
1917.75,7.95
1917.8333333,7.39
1917.9166667,6.75
1918,6.41
1918.0833333,6.64
1918.1666667,6.78
1918.25,6.69
1918.3333333,6.52
1918.4166667,6.58
1918.5,6.5
1918.5833333,6.37
1918.6666667,6.3
1918.75,6.15
1918.8333333,6.29
1918.9166667,6.33
1919,6.13
1919.0833333,6.1
1919.1666667,6.24
1919.25,6.36
1919.3333333,6.46
1919.4166667,6.83
1919.5,7.02
1919.5833333,7.05
1919.6666667,6.48
1919.75,6.56
1919.8333333,6.79
1919.9166667,6.47
1920,6.16
1920.0833333,5.99
1920.1666667,5.46
1920.25,5.8
1920.3333333,5.6
1920.4166667,5.19
1920.5,5.04
1920.5833333,5.08
1920.6666667,5.02
1920.75,5.3
1920.8333333,5.35
1920.9166667,5.13
1921,4.78
1921.0833333,5.12
1921.1666667,5.27
1921.25,5.19
1921.3333333,5.3
1921.4166667,5.61
1921.5,5.22
1921.5833333,5.2
1921.6666667,5.16
1921.75,5.38
1921.8333333,5.48
1921.9166667,5.84
1922,6.11
1922.0833333,6.29
1922.1666667,6.46
1922.25,6.82
1922.3333333,7.27
1922.4166667,7.59
1922.5,7.56
1922.5833333,7.6
1922.6666667,8.02
1922.75,8.27
1922.8333333,8.43
1922.9166667,8
1923,7.96
1923.0833333,8.15
1923.1666667,8.53
1923.25,8.7
1923.3333333,8.37
1923.4166667,8
1923.5,7.67
1923.5833333,7.35
1923.6666667,7.44
1923.75,7.46
1923.8333333,7.32
1923.9166667,7.55
1924,7.81
1924.0833333,8.07
1924.1666667,8.16
1924.25,8.06
1924.3333333,7.92
1924.4166667,7.9
1924.5,8.05
1924.5833333,8.38
1924.6666667,8.72
1924.75,8.58
1924.8333333,8.42
1924.9166667,8.89
1925,9.31
1925.0833333,9.69
1925.1666667,9.83
1925.25,9.52
1925.3333333,9.48
1925.4166667,9.73
1925.5,9.8
1925.5833333,9.96
1925.6666667,10.11
1925.75,10.36
1925.8333333,10.72
1925.9166667,10.89
1926,11.15
1926.0833333,11.34
1926.1666667,11.39
1926.25,10.71
1926.3333333,10.4
1926.4166667,10.58
1926.5,11.2
1926.5833333,11.87
1926.6666667,12.49
1926.75,12.69
1926.8333333,12.43
1926.9166667,12.62
1927,13.01
1927.0833333,13.19
1927.1666667,13.63
1927.25,14.03
1927.3333333,14.49
1927.4166667,15
1927.5,15.12
1927.5833333,15.82
1927.6666667,16.86
1927.75,17.82
1927.8333333,17.54
1927.9166667,18.13
1928,18.65
1928.0833333,18.81
1928.1666667,18.87
1928.25,19.94
1928.3333333,21.26
1928.4166667,21.83
1928.5,20.91
1928.5833333,21.08
1928.6666667,21.76
1928.75,23
1928.8333333,23.58
1928.9166667,25.12
1929,25.3
1929.0833333,27.08
1929.1666667,27.13
1929.25,27.68
1929.3333333,27.57
1929.4166667,27.7
1929.5,27.94
1929.5833333,29.93
1929.6666667,31.48
1929.75,32.56
1929.8333333,28.96
1929.9166667,21.17
1930,22.01
1930.0833333,22.31
1930.1666667,23.7
1930.25,24.59
1930.3333333,25.84
1930.4166667,24.31
1930.5,21.87
1930.5833333,21.55
1930.6666667,21.3
1930.75,21.07
1930.8333333,18.21
1930.9166667,16.94
1931,16.06
1931.0833333,16.71
1931.1666667,18.16
1931.25,18.58
1931.3333333,16.87
1931.4166667,15.4
1931.5,15.06
1931.5833333,15.52
1931.6666667,15.01
1931.75,12.82
1931.8333333,11.15
1931.9166667,11.42
1932,9.31
1932.0833333,9.31
1932.1666667,9.34
1932.25,9.41
1932.3333333,7.19
1932.4166667,6.39
1932.5,5.57
1932.5833333,5.84
1932.6666667,8.83
1932.75,9.76
1932.8333333,8.48
1932.9166667,8.46
1933,8.26
1933.0833333,8.73
1933.1666667,7.83
1933.25,7.87
1933.3333333,8.72
1933.4166667,11.25
1933.5,13.1
1933.5833333,13.75
1933.6666667,13
1933.75,12.92
1933.8333333,11.7
1933.9166667,12.01
1934,12.28
1934.0833333,13.03
1934.1666667,13.93
1934.25,13.25
1934.3333333,13.52
1934.4166667,12.18
1934.5,12.29
1934.5833333,11.74
1934.6666667,11.32
1934.75,10.91
1934.8333333,11.11
1934.9166667,11.45
1935,11.64
1935.0833333,11.5
1935.1666667,11.09
1935.25,10.4
1935.3333333,11.1
1935.4166667,11.99
1935.5,12.54
1935.5833333,13.2
1935.6666667,14.11
1935.75,14.42
1935.8333333,14.83
1935.9166667,16.13
1936,16.16
1936.0833333,17.09
1936.1666667,18.1
1936.25,18.66
1936.3333333,18.72
1936.4166667,17.75
1936.5,18.39
1936.5833333,19.36
1936.6666667,19.62
1936.75,19.86
1936.8333333,20.91
1936.9166667,21.5
1937,21.13
1937.0833333,21.62
1937.1666667,22.24
1937.25,22.04
1937.3333333,20.56
1937.4166667,19.47
1937.5,18.71
1937.5833333,19.65
1937.6666667,19.81
1937.75,16.85
1937.8333333,14.36
1937.9166667,13.16
1938,13.01
1938.0833333,13.51
1938.1666667,13.26
1938.25,12.38
1938.3333333,11.79
1938.4166667,11.99
1938.5,12.29
1938.5833333,14.77
1938.6666667,14.9
1938.75,14.28
1938.8333333,16.06
1938.9166667,16.15
1939,15.76
1939.0833333,15.6
1939.1666667,15.66
1939.25,15.73
1939.3333333,13.92
1939.4166667,14.5
1939.5,14.83
1939.5833333,15.27
1939.6666667,15.12
1939.75,16.45
1939.8333333,16.82
1939.9166667,16.6
1940,16.28
1940.0833333,16.38
1940.1666667,16.22
1940.25,16.17
1940.3333333,16.37
1940.4166667,14.14
1940.5,12.84
1940.5833333,13.37
1940.6666667,13.65
1940.75,14.21
1940.8333333,14.33
1940.9166667,14.64
1941,13.91
1941.0833333,13.9
1941.1666667,13
1941.25,12.96
1941.3333333,12.43
1941.4166667,12.04
1941.5,12.16
1941.5833333,12.74
1941.6666667,12.46
1941.75,12.28
1941.8333333,11.58
1941.9166667,10.91
1942,10.09
1942.0833333,10.1
1942.1666667,9.68
1942.25,9
1942.3333333,8.54
1942.4166667,8.51
1942.5,8.91
1942.5833333,9.15
1942.6666667,9.01
1942.75,9.08
1942.8333333,9.6
1942.9166667,9.66
1943,9.62
1943.0833333,10.15
1943.1666667,10.71
1943.25,10.85
1943.3333333,11.04
1943.4166667,11.36
1943.5,11.52
1943.5833333,11.77
1943.6666667,11.21
1943.75,11.34
1943.8333333,11.19
1943.9166667,10.63
1944,10.74
1944.0833333,11.05
1944.1666667,10.95
1944.25,11.22
1944.3333333,10.94
1944.4166667,11.1
1944.5,11.53
1944.5833333,11.74
1944.6666667,11.54
1944.75,11.33
1944.8333333,11.58
1944.9166667,11.48
1945,11.64
1945.0833333,11.96
1945.1666667,12.34
1945.25,12.32
1945.3333333,12.63
1945.4166667,13.04
1945.5,13.13
1945.5833333,12.87
1945.6666667,12.92
1945.75,13.8
1945.8333333,14.37
1945.9166667,14.85
1946,15.02
1946.0833333,15.62
1946.1666667,15.76
1946.25,15.13
1946.3333333,16.04
1946.4166667,16.01
1946.5,15.77
1946.5833333,14.51
1946.6666667,13.98
1946.75,11.84
1946.8333333,11.39
1946.9166667,11.11
1947,11.37
1947.0833333,11.47
1947.1666667,11.95
1947.25,11.29
1947.3333333,10.9
1947.4166667,10.73
1947.5,11.08
1947.5833333,11.7
1947.6666667,11.34
1947.75,10.83
1947.8333333,11.13
1947.9166667,10.98
1948,10.68
1948.0833333,10.42
1948.1666667,10
1948.25,10.19
1948.3333333,10.78
1948.4166667,11.24
1948.5,11.58
1948.5833333,11.13
1948.6666667,10.72
1948.75,10.55
1948.8333333,10.83
1948.9166667,10.25
1949,10.16
1949.0833333,10.25
1949.1666667,9.87
1949.25,9.9
1949.3333333,9.78
1949.4166667,9.69
1949.5,9.07
1949.5833333,9.61
1949.6666667,9.85
1949.75,9.88
1949.8333333,10.17
1949.9166667,10.22
1950,10.53
1950.0833333,10.75
1950.1666667,10.91
1950.25,10.91
1950.3333333,11.18
1950.4166667,11.46
1950.5,11.55
1950.5833333,10.54
1950.6666667,11.04
1950.75,11.34
1950.8333333,11.66
1950.9166667,11.54
1951,11.31
1951.0833333,11.9
1951.1666667,12.14
1951.25,11.84
1951.3333333,11.95
1951.4166667,11.86
1951.5,11.62
1951.5833333,11.78
1951.6666667,12.26
1951.75,12.44
1951.8333333,12.31
1951.9166667,11.85
1952,12.15
1952.0833333,12.53
1952.1666667,12.36
1952.25,12.36
1952.3333333,12.24
1952.4166667,12.2
1952.5,12.45
1952.5833333,12.67
1952.6666667,12.68
1952.75,12.43
1952.8333333,12.13
1952.9166667,12.47
1953,12.93
1953.0833333,13.01
1953.1666667,12.86
1953.25,12.83
1953.3333333,12.16
1953.4166667,12.14
1953.5,11.62
1953.5833333,11.75
1953.6666667,11.72
1953.75,11.14
1953.8333333,11.39
1953.9166667,11.64
1954,11.75
1954.0833333,12
1954.1666667,12.22
1954.25,12.42
1954.3333333,12.91
1954.4166667,13.31
1954.5,13.36
1954.5833333,13.83
1954.6666667,14.04
1954.75,14.36
1954.8333333,14.62
1954.9166667,15.12
1955,15.79
1955.0833333,15.99
1955.1666667,16.44
1955.25,16.22
1955.3333333,16.69
1955.4166667,16.52
1955.5,17.37
1955.5833333,18.45
1955.6666667,18.22
1955.75,18.84
1955.8333333,17.77
1955.9166667,18.84
1956,18.94
1956.0833333,18.29
1956.1666667,18.27
1956.25,19.37
1956.3333333,19.37
1956.4166667,18.54
1956.5,18.16
1956.5833333,18.86
1956.6666667,18.67
1956.75,17.84
1956.8333333,17.42
1956.9166667,17.12
1957,17.2
1957.0833333,16.72
1957.1666667,15.84
1957.25,15.9
1957.3333333,16.12
1957.4166667,16.6
1957.5,16.73
1957.5833333,16.87
1957.6666667,15.87
1957.75,15.16
1957.8333333,14.15
1957.9166667,13.74
1958,13.67
1958.0833333,13.79
1958.1666667,13.78
1958.25,13.93
1958.3333333,13.91
1958.4166667,14.32
1958.5,14.64
1958.5833333,14.96
1958.6666667,15.54
1958.75,15.93
1958.8333333,16.56
1958.9166667,16.99
1959,17.36
1959.0833333,17.98
1959.1666667,17.76
1959.25,18.2
1959.3333333,18.43
1959.4166667,18.69
1959.5,18.45
1959.5833333,19.09
1959.6666667,18.96
1959.75,18.12
1959.8333333,18.02
1959.9166667,18.07
1960,18.62
1960.0833333,18.34
1960.1666667,17.55
1960.25,17.29
1960.3333333,17.43
1960.4166667,17.26
1960.5,17.82
1960.5833333,17.38
1960.6666667,17.58
1960.75,17.05
1960.8333333,16.61
1960.9166667,17.15
1961,17.56
1961.0833333,18.47
1961.1666667,19.23
1961.25,19.84
1961.3333333,20.38
1961.4166667,20.6
1961.5,20.33
1961.5833333,20.15
1961.6666667,20.94
1961.75,20.71
1961.8333333,20.92
1961.9166667,21.86
1962,22.04
1962.0833333,21.2
1962.1666667,21.45
1962.25,21.44
1962.3333333,20.66
1962.4166667,19.09
1962.5,16.83
1962.5833333,17.14
1962.6666667,17.57
1962.75,17.32
1962.8333333,16.74
1962.9166667,17.85
1963,18.59
1963.0833333,19.26
1963.1666667,19.47
1963.25,19.29
1963.3333333,20.15
1963.4166667,20.51
1963.5,20.38
1963.5833333,19.97
1963.6666667,20.47
1963.75,20.96
1963.8333333,20.89
1963.9166667,20.72
1964,21.04
1964.0833333,21.63
1964.1666667,21.83
1964.25,22.17
1964.3333333,22.42
1964.4166667,22.57
1964.5,22.3
1964.5833333,22.98
1964.6666667,22.65
1964.75,22.89
1964.8333333,23.21
1964.9166667,23.23
1965,22.75
1965.0833333,23.27
1965.1666667,23.37
1965.25,23.25
1965.3333333,23.42
1965.4166667,23.71
1965.5,22.39
1965.5833333,22.3
1965.6666667,22.67
1965.75,23.37
1965.8333333,23.78
1965.9166667,23.93
1966,23.69
1966.0833333,24.06
1966.1666667,23.7
1966.25,22.61
1966.3333333,23.11
1966.4166667,21.85
1966.5,21.56
1966.5833333,21.38
1966.6666667,19.91
1966.75,19.16
1966.8333333,18.83
1966.9166667,19.71
1967,19.74
1967.0833333,20.43
1967.1666667,21.07
1967.25,21.44
1967.3333333,21.69
1967.4166667,21.95
1967.5,21.55
1967.5833333,21.8
1967.6666667,22.03
1967.75,22.22
1967.8333333,22.07
1967.9166667,21.26
1968,21.75
1968.0833333,21.51
1968.1666667,20.42
1968.25,19.93
1968.3333333,21.28
1968.4166667,21.63
1968.5,22
1968.5833333,21.75
1968.6666667,21.14
1968.75,21.68
1968.8333333,22
1968.9166667,22.2
1969,22.28
1969.0833333,21.19
1969.1666667,20.9
1969.25,20.2
1969.3333333,20.43
1969.4166667,20.97
1969.5,19.71
1969.5833333,18.68
1969.6666667,18.43
1969.75,18.4
1969.8333333,18.45
1969.9166667,18.44
1970,17.33
1970.0833333,17.09
1970.1666667,16.37
1970.25,16.53
1970.3333333,15.87
1970.4166667,13.98
1970.5,13.8
1970.5833333,13.73
1970.6666667,14.1
1970.75,14.84
1970.8333333,15.06
1970.9166667,14.95
1971,15.87
1971.0833333,16.46
1971.1666667,17.03
1971.25,17.4
1971.3333333,17.92
1971.4166667,17.56
1971.5,17.08
1971.5833333,16.89
1971.6666667,16.52
1971.75,16.86
1971.8333333,16.43
1971.9166667,15.64
1972,16.6
1972.0833333,17.26
1972.1666667,17.46
1972.25,17.81
1972.3333333,17.92
1972.4166667,17.66
1972.5,17.64
1972.5833333,17.4
1972.6666667,17.94
1972.75,17.61
1972.8333333,17.53
1972.9166667,18.34
1973,18.65
1973.0833333,18.71
1973.1666667,17.89
1973.25,17.41
1973.3333333,16.94
1973.4166667,16.31
1973.5,15.81
1973.5833333,15.89
1973.6666667,15.28
1973.75,15.48
1973.8333333,15.91
1973.9166667,14.65
1974,13.49
1974.0833333,13.53
1974.1666667,12.96
1974.25,13.31
1974.3333333,12.55
1974.4166667,12
1974.5,11.89
1974.5833333,10.39
1974.6666667,9.82
1974.75,8.68
1974.8333333,8.74
1974.9166667,8.95
1975,8.29
1975.0833333,8.92
1975.1666667,9.76
1975.25,10.16
1975.3333333,10.23
1975.4166667,10.82
1975.5,11.01
1975.5833333,10.9
1975.6666667,10.09
1975.75,9.92
1975.8333333,10.33
1975.9166667,10.44
1976,10.25
1976.0833333,11.19
1976.1666667,11.59
1976.25,11.63
1976.3333333,11.69
1976.4166667,11.53
1976.5,11.54
1976.5833333,11.76
1976.6666667,11.6
1976.75,11.81
1976.8333333,11.35
1976.9166667,11.25
1977,11.6
1977.0833333,11.44
1977.1666667,11.01
1977.25,10.9
1977.3333333,10.64
1977.4166667,10.55
1977.5,10.53
1977.5833333,10.57
1977.6666667,10.27
1977.75,10.07
1977.8333333,9.77
1977.9166667,9.77
1978,9.68
1978.0833333,9.24
1978.1666667,9.05
1978.25,8.95
1978.3333333,9.26
1978.4166667,9.63
1978.5,9.55
1978.5833333,9.43
1978.6666667,10.02
1978.75,9.94
1978.8333333,9.53
1978.9166667,8.93
1979,9.01
1979.0833333,9.26
1979.1666667,9
1979.25,9.07
1979.3333333,9.13
1979.4166667,8.79
1979.5,8.85
1979.5833333,8.83
1979.6666667,9.13
1979.75,9.11
1979.8333333,8.68
1979.9166667,8.52
1980,8.75
1980.0833333,8.85
1980.1666667,9.05
1980.25,8.08
1980.3333333,7.84
1980.4166667,8.1
1980.5,8.51
1980.5833333,8.88
1980.6666667,9.07
1980.75,9.2
1980.8333333,9.36
1980.9166667,9.65
1981,9.39
1981.0833333,9.26
1981.1666667,8.83
1981.25,9.08
1981.3333333,9.09
1981.4166667,8.82
1981.5,8.77
1981.5833333,8.45
1981.6666667,8.4
1981.75,7.58
1981.8333333,7.65
1981.9166667,7.81
1982,7.83
1982.0833333,7.39
1982.1666667,7.18
1982.25,6.95
1982.3333333,7.26
1982.4166667,7.19
1982.5,6.69
1982.5833333,6.64
1982.6666667,6.64
1982.75,7.4
1982.8333333,8
1982.9166667,8.35
1983,8.47
1983.0833333,8.76
1983.1666667,8.91
1983.25,9.23
1983.3333333,9.53
1983.4166667,9.87
1983.5,10
1983.5833333,10.01
1983.6666667,9.73
1983.75,9.98
1983.8333333,10
1983.9166667,9.85
1984,9.82
1984.0833333,9.89
1984.1666667,9.32
1984.25,9.33
1984.3333333,9.31
1984.4166667,9.23
1984.5,9.01
1984.5833333,8.87
1984.6666667,9.62
1984.75,9.69
1984.8333333,9.6
1984.9166667,9.69
1985,9.6
1985.0833333,10
1985.1666667,10.49
1985.25,10.37
1985.3333333,10.4
1985.4166667,10.61
1985.5,10.81
1985.5833333,11
1985.6666667,10.74
1985.75,10.47
1985.8333333,10.55
1985.9166667,11.16
1986,11.69
1986.0833333,11.72
1986.1666667,12.39
1986.25,13.19
1986.3333333,13.55
1986.4166667,13.56
1986.5,13.89
1986.5833333,13.62
1986.6666667,13.89
1986.75,13.47
1986.8333333,13.43
1986.9166667,13.87
1987,14.09
1987.0833333,14.92
1987.1666667,15.82
1987.25,16.43
1987.3333333,16.2
1987.4166667,16.16
1987.5,16.83
1987.5833333,17.31
1987.6666667,18.33
1987.75,17.68
1987.8333333,15.53
1987.9166667,13.59
1988,13.39
1988.0833333,13.9
1988.1666667,14.3
1988.25,14.67
1988.3333333,14.43
1988.4166667,14.03
1988.5,14.77
1988.5833333,14.61
1988.6666667,14.24
1988.75,14.37
1988.8333333,14.81
1988.9166667,14.45
1989,14.7
1989.0833333,15.09
1989.1666667,15.47
1989.25,15.3
1989.3333333,15.69
1989.4166667,16.19
1989.5,16.64
1989.5833333,17.01
1989.6666667,17.73
1989.75,17.71
1989.8333333,17.64
1989.9166667,17.24
1990,17.65
1990.0833333,17.05
1990.1666667,16.51
1990.25,16.83
1990.3333333,16.81
1990.4166667,17.39
1990.5,17.82
1990.5833333,17.75
1990.6666667,16.17
1990.75,15.3
1990.8333333,14.82
1990.9166667,15.19
1991,15.85
1991.0833333,15.61
1991.1666667,17.35
1991.25,17.82
1991.3333333,18.16
1991.4166667,18.04
1991.5,18.02
1991.5833333,18.1
1991.6666667,18.51
1991.75,18.36
1991.8333333,18.35
1991.9166667,18.29
1992,18.44
1992.0833333,19.77
1992.1666667,19.58
1992.25,19.28
1992.3333333,19.3
1992.4166667,19.66
1992.5,19.32
1992.5833333,19.62
1992.6666667,19.72
1992.75,19.71
1992.8333333,19.37
1992.9166667,19.83
1993,20.45
1993.0833333,20.32
1993.1666667,20.55
1993.25,20.86
1993.3333333,20.46
1993.4166667,20.52
1993.5,20.61
1993.5833333,20.56
1993.6666667,20.81
1993.75,20.99
1993.8333333,21.11
1993.9166667,21.04
1994,21.16
1994.0833333,21.41
1994.1666667,21.26
1994.25,20.83
1994.3333333,20.06
1994.4166667,20.2
1994.5,20.29
1994.5833333,20.07
1994.6666667,20.54
1994.75,20.58
1994.8333333,20.4
1994.9166667,20.21
1995,19.91
1995.0833333,20.22
1995.1666667,20.8
1995.25,21.15
1995.3333333,21.64
1995.4166667,22.2
1995.5,22.72
1995.5833333,23.38
1995.6666667,23.28
1995.75,23.95
1995.8333333,23.93
1995.9166667,24.35
1996,25.03
