x,y1,y2,y3,y4,y5,y6
1991,219.48926362,214.70831107,365.42674223,175.26404725,299.06406611,623.83091874
1991.0833333,229.78331008,223.06046437,359.68954238,177.47237424,287.55009957,627.07483952
1991.1666667,246.30473008,232.02749504,357.42349826,177.38363806,286.31363414,630.08479874
1991.25,252.83180542,240.89094535,352.77699279,176.49671987,283.1355528,632.85717186
1991.3333333,252.12387637,241.66179638,357.89225918,177.62629887,285.40063722,636.21131487
1991.4166667,261.32639786,241.95179053,356.13858711,181.267638,278.69372225,639.20150805
1991.5,248.4168738,242.58086519,359.94926999,184.47607519,280.47736207,641.88615438
1991.5833333,258.94974925,240.27634697,355.19793963,187.44614,276.60677447,645.03139654
1991.6666667,264.95738343,243.66424346,352.4273957,189.03943219,275.66631144,647.99854096
1991.75,260.74456104,247.46540566,348.65642257,185.63672241,275.88684449,650.97933425
1991.8333333,264.10816587,249.69259431,347.05260302,182.42520712,275.25230475,653.71344746
1991.9166667,253.04203372,247.59517652,340.52801409,184.35891431,275.27982998,656.2629299
1992,280.47179018,241.65289228,326.2939431,190.92209166,266.69109928,658.75672904
1992.0833333,278.81700662,263.86079308,341.62975842,188.45919668,275.22521446,660.99650191
1992.1666667,281.85611199,267.39652771,363.73320379,188.64765588,281.25264666,662.84729212
1992.25,274.35873941,264.90974,376.64573253,188.62879111,286.73707327,665.10097291
1992.3333333,277.29437792,249.80988482,392.91682817,191.81661768,293.13131,667.22929603
1992.4166667,278.12626106,250.33448558,397.59253843,189.97517815,294.53834029,669.09753806
1992.5,271.61810655,243.47532067,410.51429593,189.80420049,297.51317752,671.23865018
1992.5833333,281.85810916,241.86838356,408.2564673,192.15777258,294.86531024,673.31948999
1992.6666667,275.14988617,240.80416267,403.84729745,199.22917861,290.14746528,675.07012067
1992.75,278.42416981,241.86370099,402.91844867,202.37699963,288.31953625,676.82530298
1992.8333333,281.26409634,246.91865234,394.94066338,204.92694982,285.89765214,678.38200118
1992.9166667,292.88030352,256.7460147,389.33250596,203.65640273,281.18034088,679.94227978
1993,297.36137217,261.03367315,399.64981737,202.71958328,283.51413771,681.84611816
1993.0833333,300.12683293,265.96720957,423.42898151,198.96927099,291.84945336,683.41436423
1993.1666667,300.48698513,256.7381474,450.69780792,198.01421849,304.13631535,684.91787584
1993.25,307.39818579,256.94353791,456.06111183,197.67759432,306.87354219,686.63017053
1993.3333333,298.02254112,254.73382349,467.3714274,190.56120092,311.29252119,688.27808293
1993.4166667,306.63539256,259.65018628,451.01342744,190.40875196,308.02394972,689.79229472
1993.5,307.58596227,260.06562658,463.28099267,188.67603232,311.72023712,691.51677545
1993.5833333,306.54017,262.45823034,476.34551666,185.18552572,318.11050198,693.17641572
1993.6666667,317.91281031,262.7469344,477.01240039,182.33366863,318.01506883,694.90935675
1993.75,317.53131494,270.47169427,475.34285699,182.7895028,317.50624472,696.71612108
1993.8333333,322.00850648,275.58360929,462.12832556,183.84968191,319.41128219,698.24889655
1993.9166667,315.92254571,272.3317227,459.07827861,187.87598995,316.40881613,699.99451879
1994,321.13526771,276.08990047,460.31778997,190.07413903,315.33302616,701.60450618
1994.0833333,330.35184989,276.31077239,466.20985768,186.7478416,319.84228843,703.35851745
1994.1666667,321.92787772,283.68827002,458.9369839,190.76292019,316.64386555,704.83557034
1994.25,306.53972517,280.59606787,466.05050715,192.11733692,320.69690703,706.73862638
1994.3333333,308.6241953,277.7901072,473.78694557,194.1537807,324.2566427,708.64682067
1994.4166667,310.41421563,270.76201748,477.10345418,195.31870338,326.46158787,710.84362581
1994.5,301.0086649,269.4623598,485.07108187,197.68205969,331.26057321,713.04724105
1994.5833333,309.49710925,264.63898356,487.83598704,196.49596733,331.62495984,715.04377333
1994.6666667,321.90794333,268.29100153,475.64008736,198.38232862,326.75007293,717.68943529
1994.75,314.47186984,275.69583317,466.88830975,199.43375496,329.69082359,720.3448862
1994.8333333,318.68579289,269.32725943,459.2780303,199.91239597,327.4159569,723.08219676
1994.9166667,305.81088686,269.67738487,455.92530068,200.71204556,326.13903467,725.75760089
1995,308.44086049,269.56951391,455.51496791,201.49482253,327.11745177,728.95093434
1995.0833333,313.99279597,261.42851459,466.94839361,201.89781218,324.63135914,732.01252826
1995.1666667,325.39073447,260.01680061,472.0381311,203.02843993,323.72239134,734.94057837
1995.25,332.51679155,258.63871157,462.21973797,202.76450296,324.49932508,738.32130503
1995.3333333,339.53289586,258.0697064,470.07747352,203.57556097,327.38736907,741.56991878
1995.4166667,349.37934984,252.4437868,480.74823216,204.30843299,327.71475644,745.57439634
1995.5,358.88246815,260.09283354,468.53722707,203.59335347,319.58743048,749.078596
1995.5833333,372.23289597,265.50276448,461.08748516,204.16341486,314.34619662,752.44944968
1995.6666667,374.28017689,270.17561314,474.04404349,201.6726212,319.40717038,755.9859621
1995.75,386.81856282,265.04227649,473.80702147,203.72968194,320.62091763,759.23670173
1995.8333333,380.93892066,254.25505583,471.39060566,207.51905402,320.49266926,762.80511423
1995.9166667,396.02410192,251.53452674,474.12467117,206.35694732,324.11423643,766.00889571
1996,400.10315017,253.37072878,474.97809558,203.50922144,334.09695491,769.7623393
1996.0833333,409.14548137,246.88443813,476.87800796,203.89588897,341.81459457,773.07231736
1996.1666667,414.58711627,251.22960424,471.77541328,204.3852391,335.35429873,776.0872994
1996.25,417.61360222,255.34976975,473.47380476,207.41014064,332.13489746,779.11403986
1996.3333333,426.21644242,267.35120892,454.29811567,207.07828441,325.12685113,782.69796445
1996.4166667,436.27515046,275.95991785,450.25486244,207.40960967,324.15147057,785.9852959
1996.5,431.30161375,265.91497684,460.97092817,214.62746408,328.04128822,789.12923708
1996.5833333,405.55290741,255.81020772,484.66483388,221.00189977,336.4391452,792.68031865
1996.6666667,416.78672294,262.41011108,481.07831411,220.09579198,328.36460571,795.93030796
1996.75,437.66773776,258.76261054,468.08919962,222.80297022,321.07491147,799.43240131
1996.8333333,441.43168031,249.03313638,491.21280609,225.87765121,331.54195358,802.7900174
1996.9166667,469.02116033,239.52007057,498.04066409,230.62108188,328.95592634,806.08145647
1997,461.0478006,247.32842487,504.61480086,231.497442,333.79157846,809.78943117
1997.0833333,484.00798107,242.82704754,497.24742476,234.32171079,333.35764941,813.43348361
1997.1666667,481.63634196,236.61067512,525.54080323,235.84480191,344.95849561,816.60587419
1997.25,457.4581976,235.59324922,543.40919054,236.90610352,350.85728588,820.11727945
1997.3333333,475.93950878,222.14087469,543.78957698,244.58186127,348.36619915,823.64378375
1997.4166667,508.01783167,232.69256624,521.38544641,242.08712629,338.08939628,827.67963829
1997.5,528.84656277,235.50814629,529.675475,243.44281419,340.21935947,830.74205296
1997.5833333,567.61101582,228.98457064,531.21153388,243.61322416,331.54376581,834.31424378
1997.6666667,544.05515867,246.45609337,537.58607229,240.95784002,331.8421552,837.73493218
1997.75,573.16210965,252.5928501,539.62889936,237.05432301,329.02149688,841.42096589
1997.8333333,551.38194949,251.20358942,551.7705496,239.51968797,335.20710102,844.95493394
1997.9166667,567.81313158,238.39220636,558.33661914,246.2501912,340.8050596,848.25025818
1998,575.30826492,233.60052302,579.88841264,248.22019273,347.58708029,852.32185942
1998.0833333,576.17122732,230.4235559,570.66818688,250.37970841,344.66734882,855.98684342
1998.1666667,616.73368172,230.88440301,565.81750729,249.5284174,336.67106632,859.32519211
1998.25,646.09020497,229.42983128,573.79553414,248.80478499,335.29071495,862.67656036
1998.3333333,650.80666347,229.31511636,578.95969395,244.64974508,333.81543581,866.38606957
1998.4166667,630.8268989,222.61911496,598.64432354,247.29196233,342.96197875,869.85161385
1998.5,650.88719428,214.44899344,586.9108948,246.64900323,332.22726881,873.41800546
1998.5833333,634.8753693,203.14753149,576.58126305,250.89136608,333.72229152,876.91167748
1998.6666667,532.78740992,192.64480411,597.33818852,259.52202907,353.37853449,880.6823977
1998.75,565.55383563,191.16143912,577.20789157,254.59111052,342.88319202,884.73353673
1998.8333333,605.87782411,184.6237179,563.98983085,256.98426696,343.98041823,887.56468404
1998.9166667,642.83637138,185.9345463,545.77295931,254.64571013,340.05904146,890.31613456
1999,682.43509186,183.01537392,522.95964962,252.71040273,328.46302815,893.69933588
1999.0833333,706.32032007,181.67936169,498.7989138,245.6597825,306.19323484,896.82728355
1999.1666667,677.50245101,172.23203488,508.17633338,242.78556304,318.62468018,899.96617904
1999.25,700.87628557,164.94661981,494.09984895,232.83135496,314.13207219,903.83603361
1999.3333333,731.22422874,172.41870169,506.00765531,226.89415541,317.05350046,907.18022694
1999.4166667,713.23611271,178.86716113,517.64583138,229.16309696,327.57967667,910.26463971
1999.5,747.25747529,182.98110583,500.77057728,231.72972365,316.96609515,913.90569827
1999.5833333,721.1781894,187.68372025,498.66734085,232.6102966,327.07731358,917.37853992
1999.6666667,711.22593039,184.45556027,489.49186178,232.12181497,329.13790066,920.95631623
1999.75,691.38272693,189.28829594,472.45754499,230.40411354,325.28698722,924.54804586
1999.8333333,733.69534982,176.24633235,456.53572572,226.44116279,321.31848598,928.15378324
1999.9166667,758.42088311,186.46861963,428.41312502,216.72683691,315.59901693,931.49513686
2000,816.97097528,196.42604392,392.76915302,200.2555973,297.89391208,935.59371546
2000.0833333,778.24655105,205.16700287,385.34581603,187.65952023,312.01408351,939.4296497
2000.1666667,797.31359155,242.876698,347.54339147,152.45459424,310.92203422,943.46919719
2000.25,838.77389831,205.49797418,376.14621259,170.47472727,305.91618947,947.90350242
2000.3333333,785.09236882,195.30527466,403.41681301,183.55013886,323.10867931,952.26385853
2000.4166667,750.39128612,187.74696053,422.90184507,191.22253466,327.37371388,957.02517782
2000.5,785.2094418,206.27758553,387.3357999,175.4275533,317.84713881,960.85327853
2000.5833333,765.50068481,204.17355416,419.60087203,186.11109129,327.25541412,965.46537427
2000.6666667,819.31538295,202.11140127,413.85234009,180.50914745,330.72432151,970.29270114
2000.75,774.66269458,202.63689091,443.52555287,185.72586181,349.11259378,975.24119391
2000.8333333,753.28200421,197.12516748,468.54039405,202.96122178,362.51851738,980.7025446
2000.9166667,672.53017336,195.9818415,526.35827868,230.11743326,393.04257655,985.70412758
2001,680.53328242,202.44924227,566.36150786,235.73229863,411.86931596,990.63264822
2001.0833333,701.83397416,213.48272598,537.42043481,222.86131512,391.06991551,995.98206452
2001.1666667,631.29965976,219.43889403,604.49050507,243.18626706,426.50084985,999.76679636
2001.25,585.46730446,224.61765193,643.35924455,251.43028152,443.134383,1003.9658169
2001.3333333,631.95340843,222.6410166,613.18569598,242.68050772,429.04270962,1007.8812836
2001.4166667,636.50347297,230.63382909,633.78873536,243.28720899,437.23742537,1011.1065037
2001.5,624.1553056,245.78647166,626.62692265,246.37695654,430.63514025,1013.9376019
2001.5833333,610.86079759,238.83071451,659.27418532,264.65812672,443.72644851,1016.9794147
2001.6666667,571.39919006,245.30302688,674.43749159,275.40324666,472.83490353,1020.1320509
2001.75,518.54476498,231.24716344,684.28427896,289.25602997,488.06018743,1022.9884206
2001.8333333,531.3009662,243.45701367,631.8681032,280.54942347,465.8534489,1025.2389952
2001.9166667,571.36105905,242.70229692,645.89557509,270.05687503,458.12028165,1026.9819015
2002,580.502836,255.22573545,651.38568747,271.00207409,456.83754486,1028.5223743
2002.0833333,572.14359516,258.41605714,673.79335512,283.71207137,469.85741489,1029.9623056
2002.1666667,559.04150683,257.48575933,688.34729159,306.57926432,493.82014305,1031.3012566
2002.25,582.74486672,268.40315553,695.64377289,301.12215341,496.73368189,1032.6419483
2002.3333333,552.44213365,286.4666879,722.63475127,314.94366026,523.40828061,1034.1909112
2002.4166667,544.81843221,277.81539392,733.69106297,322.34483627,536.074761,1035.6387785
2002.5,505.53702324,288.59463121,733.47095565,335.01298834,549.5302375,1036.9851089
2002.5833333,464.18409474,270.06685588,705.08562967,347.6094767,543.92502908,1038.5405865
2002.6666667,466.50501522,266.50197338,728.42396401,352.26744369,536.20129366,1039.9945434
2002.75,418.22174614,274.76353456,738.91326909,363.75136235,524.29762495,1041.4505357
2002.8333333,451.01033104,262.94870257,709.72619496,351.52931658,528.38714642,1042.9085665
2002.9166667,477.89054677,270.7056893,700.71267228,319.22377238,555.59908446,1044.1600568
2003,450.36405127,272.43820571,715.6378522,339.23910291,546.20945993,1045.3086328
2003.0833333,438.78969516,274.26354169,710.41369588,335.74494015,550.36065183,1046.3539414
2003.1666667,430.54044889,271.71289075,700.60998688,338.66592113,547.00345185,1047.29566
2003.25,435.23333978,273.56053841,687.08821413,344.99897386,542.84622562,1048.3429557
2003.3333333,471.00952031,276.43292406,695.12714624,328.88752178,548.70896486,1049.3912986
2003.4166667,499.50559629,289.83992088,698.81132011,305.79961775,565.27997559,1050.3357508
2003.5,506.59857576,294.65126357,700.13906162,307.14513607,563.35802368,1051.3860865
2003.5833333,518.50364229,308.14629144,691.80740679,294.15289681,573.78014711,1052.1220568
2003.6666667,530.63662752,315.91157798,702.46124085,287.65211779,586.00166425,1052.8585422
2003.75,524.05673334,317.64909166,703.16370209,290.70123024,587.99406991,1053.7008291
2003.8333333,555.91938272,326.13032241,716.66444517,286.92211425,596.69638214,1054.4384196
2003.9166667,563.42429439,333.46825466,729.63607163,287.26642078,607.49658666,1055.1765265
2004,587.59519662,325.03150782,741.31024878,288.73147953,613.26780423,1056.0206678
2004.0833333,600.22849335,332.96227661,759.5464809,278.16390738,634.05758279,1056.7598822
2004.1666667,608.63169225,330.03220858,766.15453528,284.14443139,626.32208028,1057.3939382
2004.25,600.59775392,337.0288914,767.91669071,288.71915673,620.12149169,1058.3455927
2004.3333333,589.60681502,330.05239334,744.72560665,298.59335189,603.00613852,1059.1922692
2004.4166667,596.50521475,328.66617329,743.01273776,295.15952835,603.00613852,1059.8277845
2004.5,607.60021175,337.11289395,752.15179443,298.67192673,600.71471519,1060.6756468
2004.5833333,582.93164315,327.16806358,776.37108221,314.53140604,590.74285092,1061.7363224
2004.6666667,583.39798847,323.40563084,784.13479303,318.43159548,582.23615387,1062.9042324
2004.75,592.73235628,333.98099497,783.97796608,313.8461805,571.23189056,1064.073427
2004.8333333,601.20842898,334.61555886,782.01802116,312.30833422,574.03092682,1065.2439078
2004.9166667,628.50329165,348.36825833,793.35728247,310.46571505,572.82546188,1066.8417737
2005,650.06095456,348.1940742,791.69123217,306.83326618,575.460459,1068.5487205
2005.0833333,632.11927221,344.08538413,808.07924068,315.17913102,567.0587363,1070.2583984
2005.1666667,644.06632645,343.05312798,820.52366099,319.65467468,566.77520693,1071.9708119
2005.25,631.37821982,338.18177356,837.34439604,321.09312072,574.0866071,1074.2219506
2005.3333333,614.89924829,324.72213897,837.76306824,324.11139605,568.63278433,1076.4778167
2005.4166667,637.34307085,333.78188665,832.82026613,321.03233779,570.28181941,1079.0613634
2005.5,640.97592635,344.72993253,856.22251561,324.11424823,567.31635395,1081.5432046
2005.5833333,666.10218267,354.34789765,849.54397999,320.12764298,562.72109148,1084.1389083
2005.6666667,657.97573604,351.15876657,860.92786932,313.37294971,564.74688741,1087.391325
2005.75,661.19981714,349.89459501,866.86827162,314.21905668,561.35840609,1090.5447598
2005.8333333,647.84358084,344.8911023,870.42243153,311.26539754,554.11688265,1093.4892307
2005.9166667,671.23073411,347.78818756,859.97736235,308.9620336,547.79995018,1096.8790473
2006,669.55265727,347.09261118,861.86931255,309.61085387,549.05989007,1100.3890603
2006.0833333,689.90705805,367.11985485,871.26368806,307.56742224,546.69893254,1104.240422
2006.1666667,687.83733688,365.54123947,868.04001241,306.02958513,557.08621226,1107.9948394
2006.25,697.879762,377.96964162,872.81423248,306.33561471,554.85786741,1112.0944203
2006.3333333,702.97428426,374.75689966,893.23808552,311.81902221,554.80238163,1116.0979602
2006.4166667,677.87810231,364.03885233,914.58647576,315.40494097,562.9024964,1120.8971814
2006.5,675.50552895,363.23796686,921.90316757,319.59982668,562.4521744,1125.3807702
2006.5833333,670.23658583,350.01610486,946.05703056,324.84126384,567.51424397,1129.8822933
2006.6666667,683.84238852,351.4861725,926.75746714,318.66927983,579.71580021,1134.6277989
2006.75,696.42508847,346.45992024,927.31352162,321.40983564,583.02018028,1139.2797729
2006.8333333,718.91961882,353.21588868,924.90250646,320.8955799,584.65263678,1143.9508199
2006.9166667,731.21314431,355.79436467,925.91989922,321.47319194,579.8000199,1148.7554134
2007,737.57469866,352.94800975,951.01232849,319.19073228,591.6859203,1153.350435
2007.0833333,747.90074444,353.26566296,944.35524219,320.05254726,593.81598962,1158.4251769
2007.1666667,733.24188985,357.78746345,943.2220159,318.45228452,589.54051449,1162.8271926
2007.25,738.2279347,358.43148088,934.35572895,320.39484346,585.6495471,1167.8273495
2007.3333333,763.99208962,351.04779237,920.99444202,323.91918673,591.79886734,1172.9657899
2007.4166667,788.74543333,352.38177399,915.28427648,328.93993413,583.75040274,1177.7749496
2007.5,773.28602283,355.02463729,905.49073473,330.68331578,584.21740307,1182.4860494
2007.5833333,744.44245418,344.4449031,871.71593032,331.31161408,577.73258989,1187.2159936
2007.6666667,751.29132476,343.13601247,855.24049924,327.23648123,574.61283391,1192.2023008
2007.75,775.48290542,334.83212097,836.1686361,325.40395693,557.25952632,1196.0173482
2007.8333333,789.44159772,334.69818812,810.16379152,324.39520466,556.59081489,1199.8446037
2007.9166667,751.31156855,324.59030284,802.54825188,330.49383451,555.08801969,1203.9240753
2008,744.7751579,325.17456538,798.37500097,333.20388396,549.20408668,1207.1746703
2008.0833333,697.40745786,323.19100053,830.38983851,340.56768979,560.90213373,1209.7097371
2008.1666667,675.85756741,321.12257813,823.41456387,343.39440162,555.68574389,1211.2823598
2008.25,669.57209203,323.08142586,826.29651484,346.14155683,558.51974118,1213.3415398
2008.3333333,700.37240827,319.23675689,817.28988283,351.95673498,544.78015555,1215.5255546
2008.4166667,713.39933506,328.87770695,804.78534762,355.15954127,544.45328745,1217.7135006
2008.5,653.18843118,332.79135166,783.05614324,372.70442261,541.40434904,1219.7836135
2008.5833333,648.15888026,345.10463167,824.32320198,367.67291291,546.98081384,1221.6132889
2008.6666667,658.07571113,356.83818915,836.52318537,374.58516367,551.63015076,1223.2013862
2008.75,597.26951542,357.73028462,885.87805331,383.61266611,561.55949347,1225.0361883
2008.8333333,494.35997791,345.99673128,866.21156053,395.08268483,573.01530714,1226.0162172
2008.9166667,455.50328365,332.43365942,811.64023221,412.94042218,588.71592655,1226.3840221
2009,463.42904079,343.43721354,812.20838038,413.47724473,579.82631606,1226.3840221
2009.0833333,425.79860267,336.2937195,721.97202932,413.9320697,572.9263829,1226.3840221
2009.1666667,382.7929438,331.92190115,672.08376209,418.52671568,566.91065588,1226.5066605
2009.25,417.05291227,334.1125857,694.53135974,407.97984244,554.49531252,1226.7519618
2009.3333333,459.50889874,357.63411173,731.06370927,413.20198442,555.10525736,1226.874637
2009.4166667,483.44931237,349.37276375,733.76864499,410.14428974,542.8929417,1226.874637
2009.5,485.52814441,357.44327459,713.81013785,404.64835626,541.20997358,1226.9973245
2009.5833333,523.01091716,366.02191318,748.35854852,403.19162217,558.25808775,1227.1200242
2009.6666667,540.4271807,365.72909565,805.45830577,391.41842681,576.68060464,1227.2427362
2009.75,562.47660967,375.67692705,813.83507215,396.31115714,578.69898676,1227.3654605
2009.8333333,547.90846548,357.19362224,779.65399912,412.83733239,570.24998155,1227.3654605
2009.9166667,578.37217616,347.62083317,777.08114092,416.88313825,570.87725653,1227.3654605
2010,594.27741101,369.31237315,775.76010298,421.2604112,570.30637927,1227.4881971
2010.0833333,574.30969,370.60496646,779.09587143,416.07890815,572.81572734,1227.4881971
2010.1666667,593.83621946,376.20110145,804.18275849,414.9138872,580.83514753,1227.4881971
2010.25,631.30728491,383.16082183,821.95519745,412.29992971,590.53509449,1227.6109459
2010.3333333,643.9334306,402.24223076,845.70970266,415.18602922,600.81040513,1227.733707
2010.4166667,593.12708293,402.40312765,825.07438591,420.45889179,599.4285412,1227.8564803
2010.5,560.08990441,392.4637704,786.29588977,419.70206579,590.13739881,1227.979266
2010.5833333,598.90413479,393.09171243,783.9370021,420.79329116,601.88113305,1228.1020639
2010.6666667,570.33640756,380.86656017,768.57183686,423.23389225,591.88990624,1228.2248741
2010.75,624.74650084,395.18714284,744.20810963,422.42974785,594.07989889,1228.3476966
2010.8333333,648.98666507,398.58575226,725.6773277,427.79460565,592.23825121,1228.4705314
2010.9166667,652.88058506,413.1739908,719.29136722,429.50578407,601.1810488,1228.5933784
2011,697.40704096,417.22309591,746.4805809,414.34422989,620.17836994,1228.7162378
2011.0833333,711.28544108,407.33490853,752.22848137,411.6509924,625.32585041,1228.8391094
2011.1666667,736.10930297,413.89300056,761.55611454,403.70612825,630.76618531,1228.9619933
2011.25,739.49540576,424.81977578,747.23885959,410.93246794,630.76618531,1229.0848895
2011.3333333,760.94077253,422.6956769,728.70733587,415.3705386,625.40467274,1229.0848895
2011.4166667,751.27682472,419.69453759,714.13318915,423.17950472,616.27376451,1229.0848895
2011.5,738.12948029,420.24014049,711.41948304,433.50508464,607.1529128,1229.0848895
2011.5833333,720.7834375,415.11321078,704.94556574,445.33977345,596.34559095,1229.0848895
2011.6666667,677.60850959,401.74656539,688.02687216,460.03598597,594.49691962,1229.207798
2011.75,626.17802372,387.00246644,675.9864019,469.37471649,595.74536315,1229.207798
2011.8333333,697.24922941,400.47015227,676.79758558,459.28316008,590.56237849,1229.207798
2011.9166667,695.29693157,399.34883585,673.68431669,467.68804191,599.47987041,1229.207798
2012,700.44212886,398.03098469,684.53063419,472.41169114,614.40691918,1229.207798
2012.0833333,735.81445637,406.27022607,678.09604623,462.91621614,605.43657816,1229.207798
2012.1666667,768.33745534,399.3230052,681.01185922,460.74050993,605.19440353,1229.207798
2012.25,792.2327502,397.36632248,688.63919205,458.20643712,609.37024491,1229.207798
2012.3333333,785.49877182,395.22054434,683.33667027,464.20894145,613.5748996,1229.207798
2012.4166667,736.87639785,394.82532379,676.09330156,473.95732922,627.93255225,1229.3307188
2012.5,765.54088972,398.02340892,680.08225204,468.8859858,630.69545548,1229.3307188
2012.5833333,771.58866275,387.03796283,679.26615334,474.18439744,630.88466412,1229.3307188
2012.6666667,791.26417365,388.77963366,688.09661333,467.87774495,625.33287908,1229.4536518
2012.75,812.86568559,391.26782332,698.96853983,460.812791,634.77540555,1229.5765972
2012.8333333,798.55924953,387.70728613,723.85181984,454.6378996,650.96217839,1229.6995549
2012.9166667,804.78801167,389.41319819,717.84384974,457.59304595,656.56045313,1229.8225248
2013,814.28451021,396.88993159,743.18373763,449.0818153,662.20687302,1229.9455071
2013.0833333,859.64015743,398.71562528,750.24398314,440.41453626,671.67643131,1229.9455071
2013.1666667,870.72951546,397.55934996,750.99422712,437.50780032,675.50498697,1229.9455071
2013.25,905.81991493,401.01811631,749.2669404,438.07656046,684.75940529,1229.9455071
2013.3333333,919.86012361,392.0353105,753.0132751,439.25936717,687.42996697,1229.9455071
2013.4166667,945.61620708,400.18964496,773.11872955,430.51810577,681.03686827,1229.9455071
2013.5,934.26881259,406.43260342,773.50528891,428.83908515,681.10497196,1229.9455071
2013.5833333,987.0550005,413.78903354,777.91426906,423.04975751,684.71482831,1229.9455071
2013.6666667,960.30580999,413.49938122,757.06616665,425.88419088,669.92498802,1229.9455071
2013.75,996.50933903,424.45711482,747.7542528,423.49923941,660.54603819,1229.9455071
2013.8333333,1038.1634294,418.0902581,757.17595639,435.18781842,666.62306174,1229.9455071
2013.9166667,1070.6579447,423.94352171,759.29604906,435.88411893,666.88971097,1229.9455071
2014,1100.743433,422.07817022,759.22011946,433.87905198,667.42322273,1229.9455071
2014.0833333,1064.198751,424.56843142,743.88387305,417.04454476,657.87907065,1229.9455071
2014.1666667,1113.6839929,425.24774091,741.57783304,416.08534231,654.72125111,1229.9455071
2014.25,1118.4728341,420.44244144,778.06346242,424.86474303,667.68473188,1229.9455071
2014.3333333,1116.3477357,403.07816861,786.9333859,439.52257667,674.56188462,1229.9455071
2014.4166667,1139.3444991,395.45999122,785.91037249,439.74233796,667.74880959,1229.9455071
2014.5,1169.0813905,407.71925095,780.48759092,431.475182,654.46060827,1229.9455071
2014.5833333,1145.2321301,390.26886701,780.64368844,435.31531112,657.66746526,1229.9455071
2014.6666667,1193.7899724,391.43967361,777.20885621,432.6163562,653.19532649,1229.9455071
2014.75,1170.27231,376.83897378,766.71653665,438.28363046,649.92934986,1229.9455071
2014.8333333,1199.7631722,390.9704353,752.68562403,436.17986903,649.0844417,1229.9455071
2014.9166667,1230.3571331,382.13450346,729.42763825,442.89703902,650.70715281,1229.9455071
2015,1229.6189188,393.10176371,745.98564564,437.49369514,656.95394148,1229.9455071
2015.0833333,1191.3777704,389.56384784,719.05556383,444.66859174,645.91711526,1229.9455071
2015.1666667,1264.5283655,390.77149577,705.60922479,439.68830351,634.48438232,1229.9455071
2015.25,1250.3656479,402.88541214,702.71622697,440.34783597,631.05816665,1229.9455071
2015.3333333,1257.7428052,390.51682998,715.57593392,440.39187075,627.01939439,1229.9455071
2015.4166667,1274.8481073,393.71906799,707.48992587,432.59693464,622.56755669,1229.9455071
2015.5,1255.3429313,405.09754905,701.97150445,434.45710146,612.8555028,1229.9455071
2015.5833333,1274.6752124,386.54408131,673.40126421,435.93425561,597.71797188,1229.9455071
2015.6666667,1197.6848296,387.58775033,692.25649961,438.72423484,605.24921833,1229.9455071
2015.75,1160.9159053,376.81281087,696.27158731,446.75288834,601.85982271,1229.9455071
2015.8333333,1250.886888,369.05046696,693.13836517,450.59496318,605.04967977,1229.9455071
2015.9166667,1257.8918546,381.26603742,690.43512554,438.33878018,598.87817303,1229.9455071
2016,1230.5956013,369.94243611,672.55285579,440.39897245,598.99794867,1230.0685016
2016.0833333,1159.5902351,357.29040479,686.47469991,452.77418357,617.50698528,1230.1915085
2016.1666667,1158.6625629,360.6489346,682.49314665,467.80628647,629.61012219,1230.4375468
2016.25,1239.3054773,364.29148884,690.00057126,471.22127236,629.48420017,1230.6836343
2016.3333333,1250.7070877,368.51727011,712.01158948,457.46161121,641.31850313,1230.8067027
2016.4166667,1272.9696739,366.15875958,700.26339826,452.47527964,625.3496724,1230.9297833
2016.5,1272.333189,367.73324225,690.10957898,459.08141873,637.48145605,1231.1759693
2016.5833333,1322.59035,376.88979998,681.20716541,464.77402832,630.02292301,1231.4222045
2016.6666667,1329.2033017,383.2592376,702.39270826,455.98979918,627.88084507,1231.6684889
2016.75,1332.52631,390.42618534,693.89375649,445.82122666,628.00642124,1231.9148226
2016.8333333,1305.6092785,374.61392484,722.48217925,450.14569256,629.45083601,1232.1612056
2016.9166667,1369.0618895,400.98674514,781.79796617,449.38044488,652.74051695,1232.2844217
2017,1393.9788159,402.59069212,809.94269295,454.9527624,651.23921376,1232.654107
2017.0833333,1421.0220049,396.8739043,787.75026317,452.67799859,644.85706946,1233.1471687
2017.1666667,1471.7524905,388.02361623,774.59483377,454.57924618,632.99169938,1233.6404275
2017.25,1474.2544697,390.85618863,748.80082581,457.44309543,627.04157741,1234.0105197
2017.3333333,1490.3238434,392.69321272,732.85136822,466.22600286,616.88350386,1234.6275249
2017.4166667,1506.1212762,380.79460837,705.36944191,470.65514989,605.77960079,1235.3683014
2017.5,1517.8690221,390.58102981,715.87944659,460.0183435,605.77960079,1236.1095224
2017.5833333,1546.2531728,384.25361712,714.30451181,457.30423528,604.87093138,1236.9747991
2017.6666667,1548.7271779,377.26020129,699.51840842,457.85300036,590.6564645,1238.0880764
2017.75,1587.6002301,395.14233483,721.13352724,450.98520535,600.28416487,1239.2023557
2017.8333333,1623.3212352,387.4370593,722.720021,454.8185796,580.89498634,1240.3176378
2017.9166667,1673.9688578,386.0810296,722.35866099,469.23632857,580.31409136,1241.3098919
2018,1691.7129277,381.94996258,722.57536858,472.75560104,589.94730527,1242.4270708
2018.0833333,1786.110509,369.5365888,712.74834357,469.35176071,583.98883749,1243.7937406
